epoch,val_loss,train_loss
0,0.05070643499493599,0.04777418449521065
1,0.05238612741231918,
2,0.04917805641889572,
3,0.04563482850790024,
4,0.04734291508793831,
5,0.04162095859646797,0.04069426283240318
6,0.03950902074575424,
7,0.026798568665981293,
8,0.017765825614333153,
9,0.017711887136101723,
10,0.016789281740784645,0.01575479470193386
11,0.016132665798068047,
12,0.01793285831809044,
13,0.01643465831875801,
14,0.017041373997926712,
15,0.01654469408094883,0.015379000455141068
16,0.01767178811132908,
17,0.015528746880590916,
18,0.01518109068274498,
19,0.014617692679166794,
20,0.01414682436734438,0.013032447546720505
21,0.013281183317303658,
22,0.014595926739275455,
23,0.014165294356644154,
24,0.015388368628919125,
25,0.012950086034834385,0.011332194320857525
26,0.012151303701102734,
27,0.011878753080964088,
28,0.011801877990365028,
29,0.014194733463227749,
30,0.012364596128463745,0.010555325075984001
31,0.011748905293643475,
32,0.011855295859277248,
33,0.012367361225187778,
34,0.012133779935538769,
35,0.011169484816491604,0.009659094735980034
36,0.01175622921437025,
37,0.011450892314314842,
38,0.01150314137339592,
39,0.010893392376601696,
40,0.01056161243468523,0.009021536447107792
41,0.010338868014514446,
42,0.010584326460957527,
43,0.010719995945692062,
44,0.010252056643366814,
45,0.010746951214969158,0.008984552696347237
46,0.01041872426867485,
47,0.010817952454090118,
48,0.010964756831526756,
49,0.010275592096149921,
50,0.009806704707443714,0.008191910572350025
51,0.009699908085167408,
52,0.010048387572169304,
53,0.009649780578911304,
54,0.009735764004290104,
55,0.00997911486774683,0.008106587454676628
56,0.009381616488099098,
57,0.009413515217602253,
58,0.00956607423722744,
59,0.00954101700335741,
60,0.00978470966219902,0.007612943649291992
61,0.010339267551898956,
62,0.009350363165140152,
63,0.009436664171516895,
64,0.009646548889577389,
65,0.009250789880752563,0.0066842432133853436
66,0.009243526495993137,
67,0.009756061248481274,
68,0.009145528078079224,
69,0.0097618717700243,
70,0.009305843152105808,0.006695094984024763
71,0.009507189504802227,
72,0.009237248450517654,
73,0.009337758645415306,
74,0.009200444445014,
75,0.009393039159476757,0.006281621288508177
76,0.009273800067603588,
77,0.009738048538565636,
78,0.00995679572224617,
