epoch,val_loss,train_loss
0,0.08433373272418976,0.07949677854776382
1,0.08085906505584717,
2,0.09453936666250229,
3,0.11177267134189606,
4,0.10170958936214447,
5,0.09704048186540604,0.09146765619516373
6,0.07965217530727386,
7,0.06140294298529625,
8,0.0528404526412487,
9,0.04861697927117348,
10,0.04294843226671219,0.04000427573919296
11,0.039755918085575104,
12,0.038265250623226166,
13,0.036951761692762375,
14,0.03599090501666069,
15,0.03483635187149048,0.03354712575674057
16,0.033960405737161636,
17,0.03308963403105736,
18,0.032008737325668335,
19,0.031262949109077454,
20,0.030380666255950928,0.029699601233005524
21,0.029784297570586205,
22,0.02922903373837471,
23,0.028762606903910637,
24,0.027732519432902336,
25,0.02725706808269024,0.026913350448012352
26,0.026619719341397285,
27,0.025967052206397057,
28,0.02548438496887684,
29,0.024872776120901108,
30,0.024470781907439232,0.0242328979074955
31,0.023804515600204468,
32,0.02336847595870495,
33,0.023073887452483177,
34,0.022555410861968994,
35,0.022168993949890137,0.02195800468325615
36,0.02174326218664646,
37,0.021496564149856567,
38,0.02130012772977352,
39,0.02088955231010914,
40,0.02050429955124855,0.02028742991387844
41,0.020291844382882118,
42,0.020076587796211243,
43,0.019785908982157707,
44,0.01942708157002926,
45,0.019317543134093285,0.019152091816067696
46,0.019026590511202812,
47,0.01883508823812008,
48,0.018580682575702667,
49,0.018399404361844063,
50,0.01817222312092781,0.01797943189740181
51,0.01803479716181755,
52,0.017751922830939293,
53,0.017621012404561043,
54,0.017499353736639023,
55,0.017398104071617126,0.01722804270684719
56,0.017368217930197716,
57,0.017218150198459625,
58,0.01711522974073887,
59,0.017141373828053474,
60,0.017073076218366623,0.01686195470392704
61,0.016941770911216736,
62,0.016827335581183434,
63,0.01672886498272419,
64,0.016569098457694054,
65,0.016508299857378006,0.01636386848986149
66,0.01637539081275463,
67,0.016369735822081566,
68,0.01628376729786396,
69,0.01613757200539112,
70,0.01610146090388298,0.015946805477142334
71,0.01608547568321228,
72,0.0160291139036417,
73,0.015966981649398804,
74,0.015942249447107315,
75,0.015853796154260635,0.015700848773121834
76,0.015845613554120064,
77,0.015755629166960716,
78,0.01567557454109192,
79,0.01573246903717518,
80,0.015669280663132668,0.015578899532556534
81,0.015639031305909157,
82,0.015644120052456856,
83,0.015646249055862427,
84,0.015570505522191525,
85,0.015548263676464558,0.015398681163787842
86,0.015476793982088566,
87,0.015460251830518246,
88,0.015501582063734531,
89,0.015442314557731152,
90,0.015422241762280464,0.015324556268751621
91,0.015402174554765224,
92,0.015399535186588764,
93,0.015388935804367065,
94,0.015345842577517033,
95,0.015314613468945026,0.015178143046796322
96,0.01535930298268795,
97,0.015286589041352272,
98,0.015297098085284233,
99,0.015302682295441628,
